Κωδικός_Φορέα,Ονομασία_Φορέα,Κωδικός_Υπηρεσίας,Ονομασία_Υπηρεσίας,Κωδικός_Δαπάνης,Ονομασία_Δαπάνης,2025
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000200,Διεύθυνση Αστυνομίας Δράμας,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000300,Διεύθυνση Αστυνομίας Καβάλας,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000300,Διεύθυνση Αστυνομίας Καβάλας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000400,Διεύθυνση Αστυνομίας Ξάνθης,24,Αγορές αγαθών και υπηρεσιών,250000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000400,Διεύθυνση Αστυνομίας Ξάνθης,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000500,Διεύθυνση Αστυνομίας Ορεστιάδας,24,Αγορές αγαθών και υπηρεσιών,500000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000500,Διεύθυνση Αστυνομίας Ορεστιάδας,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000600,Διεύθυνση Αστυνομίας Ροδόπης,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1000600,Διεύθυνση Αστυνομίας Ροδόπης,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100100,Διεύθυνση Αστυνομίας Ημαθίας,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100100,Διεύθυνση Αστυνομίας Ημαθίας,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100200,Διεύθυνση Αστυνομίας Κιλκίς,24,Αγορές αγαθών και υπηρεσιών,350000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100200,Διεύθυνση Αστυνομίας Κιλκίς,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100300,Διεύθυνση Αστυνομίας Πέλλας,24,Αγορές αγαθών και υπηρεσιών,280000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100300,Διεύθυνση Αστυνομίας Πέλλας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100400,Διεύθυνση Αστυνομίας Πιερίας,24,Αγορές αγαθών και υπηρεσιών,350000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100400,Διεύθυνση Αστυνομίας Πιερίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100500,Διεύθυνση Αστυνομίας Σερρών,24,Αγορές αγαθών και υπηρεσιών,470000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100500,Διεύθυνση Αστυνομίας Σερρών,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100600,Διεύθυνση Αστυνομίας Χαλκιδικής,24,Αγορές αγαθών και υπηρεσιών,470000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1100600,Διεύθυνση Αστυνομίας Χαλκιδικής,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200100,Διεύθυνση Αστυνομίας Γρεβενών,24,Αγορές αγαθών και υπηρεσιών,300000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200100,Διεύθυνση Αστυνομίας Γρεβενών,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200200,Διεύθυνση Αστυνομίας Καστοριάς,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200200,Διεύθυνση Αστυνομίας Καστοριάς,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200300,Διεύθυνση Αστυνομίας Κοζάνης,24,Αγορές αγαθών και υπηρεσιών,320000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200300,Διεύθυνση Αστυνομίας Κοζάνης,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200400,Διεύθυνση Αστυνομίας Φλώρινας,24,Αγορές αγαθών και υπηρεσιών,650000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1200400,Διεύθυνση Αστυνομίας Φλώρινας,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300100,Διεύθυνση Αστυνομίας Άρτας,24,Αγορές αγαθών και υπηρεσιών,150000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300100,Διεύθυνση Αστυνομίας Άρτας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300200,Διεύθυνση Αστυνομίας Θεσπρωτίας,24,Αγορές αγαθών και υπηρεσιών,250000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300200,Διεύθυνση Αστυνομίας Θεσπρωτίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300300,Διεύθυνση Αστυνομίας Ιωαννίνων,24,Αγορές αγαθών και υπηρεσιών,650000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300300,Διεύθυνση Αστυνομίας Ιωαννίνων,31,Πάγια περιουσιακά στοιχεία,50000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300400,Διεύθυνση Αστυνομίας Πρέβεζας,24,Αγορές αγαθών και υπηρεσιών,350000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1300400,Διεύθυνση Αστυνομίας Πρέβεζας,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400100,Διεύθυνση Αστυνομίας Λάρισας,24,Αγορές αγαθών και υπηρεσιών,500000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400100,Διεύθυνση Αστυνομίας Λάρισας,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400200,Διεύθυνση Αστυνομίας Μαγνησίας,24,Αγορές αγαθών και υπηρεσιών,550000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400200,Διεύθυνση Αστυνομίας Μαγνησίας,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400300,Διεύθυνση Αστυνομίας Τρικάλων,24,Αγορές αγαθών και υπηρεσιών,370000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400300,Διεύθυνση Αστυνομίας Τρικάλων,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400400,Διεύθυνση Αστυνομίας Καρδίτσας,24,Αγορές αγαθών και υπηρεσιών,300000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1400400,Διεύθυνση Αστυνομίας Καρδίτσας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500100,Διεύθυνση Αστυνομίας Αιτωλίας,24,Αγορές αγαθών και υπηρεσιών,550000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500100,Διεύθυνση Αστυνομίας Αιτωλίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500200,Διεύθυνση Αστυνομίας Ακαρνανίας,24,Αγορές αγαθών και υπηρεσιών,350000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500200,Διεύθυνση Αστυνομίας Ακαρνανίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500300,Διεύθυνση Αστυνομίας Αχαΐας,24,Αγορές αγαθών και υπηρεσιών,950000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500300,Διεύθυνση Αστυνομίας Αχαΐας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500400,Διεύθυνση Αστυνομίας Ηλείας,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1500400,Διεύθυνση Αστυνομίας Ηλείας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600100,Διεύθυνση Αστυνομίας Ζακύνθου,24,Αγορές αγαθών και υπηρεσιών,350000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600100,Διεύθυνση Αστυνομίας Ζακύνθου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600200,Διεύθυνση Αστυνομίας Κέρκυρας,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600200,Διεύθυνση Αστυνομίας Κέρκυρας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600300,Διεύθυνση Αστυνομίας Λευκάδας,24,Αγορές αγαθών και υπηρεσιών,220000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600300,Διεύθυνση Αστυνομίας Λευκάδας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600400,Διεύθυνση Αστυνομίας Κεφαλλονιάς,24,Αγορές αγαθών και υπηρεσιών,320000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1600400,Διεύθυνση Αστυνομίας Κεφαλλονιάς,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700100,Διεύθυνση Αστυνομίας Βοιωτίας,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700100,Διεύθυνση Αστυνομίας Βοιωτίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700200,Διεύθυνση Αστυνομίας Ευβοίας,24,Αγορές αγαθών και υπηρεσιών,750000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700200,Διεύθυνση Αστυνομίας Ευβοίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700300,Διεύθυνση Αστυνομίας Ευρυτανίας,24,Αγορές αγαθών και υπηρεσιών,200000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700300,Διεύθυνση Αστυνομίας Ευρυτανίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700400,Διεύθυνση Αστυνομίας Φθιώτιδας,24,Αγορές αγαθών και υπηρεσιών,900000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700400,Διεύθυνση Αστυνομίας Φθιώτιδας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700500,Διεύθυνση Αστυνομίας Φωκίδας,24,Αγορές αγαθών και υπηρεσιών,600000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1700500,Διεύθυνση Αστυνομίας Φωκίδας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800100,Διεύθυνση Αστυνομίας Αργολίδας,24,Αγορές αγαθών και υπηρεσιών,450000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800100,Διεύθυνση Αστυνομίας Αργολίδας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800200,Διεύθυνση Αστυνομίας Αρκαδίας,24,Αγορές αγαθών και υπηρεσιών,650000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800200,Διεύθυνση Αστυνομίας Αρκαδίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800300,Διεύθυνση Αστυνομίας Κορινθίας,24,Αγορές αγαθών και υπηρεσιών,550000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800300,Διεύθυνση Αστυνομίας Κορινθίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800400,Διεύθυνση Αστυνομίας Λακωνίας,24,Αγορές αγαθών και υπηρεσιών,350000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800400,Διεύθυνση Αστυνομίας Λακωνίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800500,Διεύθυνση Αστυνομίας Μεσσηνίας,24,Αγορές αγαθών και υπηρεσιών,550000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1800500,Διεύθυνση Αστυνομίας Μεσσηνίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1900100,Διεύθυνση Αστυνομίας Λέσβου,24,Αγορές αγαθών και υπηρεσιών,1100000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1900100,Διεύθυνση Αστυνομίας Λέσβου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1900200,Διεύθυνση Αστυνομίας Σάμου,24,Αγορές αγαθών και υπηρεσιών,570000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1900200,Διεύθυνση Αστυνομίας Σάμου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1900300,Διεύθυνση Αστυνομίας Χίου,24,Αγορές αγαθών και υπηρεσιών,450000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-1900300,Διεύθυνση Αστυνομίας Χίου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2000100,Διεύθυνση Αστυνομίας Α΄ Δωδεκανήσου,24,Αγορές αγαθών και υπηρεσιών,600000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2000100,Διεύθυνση Αστυνομίας Α΄ Δωδεκανήσου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2000200,Διεύθυνση Αστυνομίας Β΄ Δωδεκανήσου,24,Αγορές αγαθών και υπηρεσιών,420000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2000200,Διεύθυνση Αστυνομίας Β΄ Δωδεκανήσου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2000300,Διεύθυνση Αστυνομίας Κυκλάδων,24,Αγορές αγαθών και υπηρεσιών,1500000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2000300,Διεύθυνση Αστυνομίας Κυκλάδων,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100100,Διεύθυνση Αστυνομίας Ηρακλείου,24,Αγορές αγαθών και υπηρεσιών,650000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100100,Διεύθυνση Αστυνομίας Ηρακλείου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100200,Διεύθυνση Αστυνομίας Λασιθίου,24,Αγορές αγαθών και υπηρεσιών,510000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100200,Διεύθυνση Αστυνομίας Λασιθίου,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100300,Διεύθυνση Αστυνομίας Ρεθύμνης,24,Αγορές αγαθών και υπηρεσιών,450000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100300,Διεύθυνση Αστυνομίας Ρεθύμνης,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100400,Διεύθυνση Αστυνομίας Χανίων,24,Αγορές αγαθών και υπηρεσιών,450000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-2100400,Διεύθυνση Αστυνομίας Χανίων,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900100,Διεύθυνση Διαχείρισης και Ανάλυσης Πληροφοριών,24,Αγορές αγαθών και υπηρεσιών,1000000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900100,Διεύθυνση Διαχείρισης και Ανάλυσης Πληροφοριών,31,Πάγια περιουσιακά στοιχεία,50000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900200,Διεύθυνση Αντιμετώπισης Ειδικών Εγκλημάτων Βίας,24,Αγορές αγαθών και υπηρεσιών,400000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900200,Διεύθυνση Αντιμετώπισης Ειδικών Εγκλημάτων Βίας,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900300,Διεύθυνση Εγκληματολογικών Ερευνών,24,Αγορές αγαθών και υπηρεσιών,4500000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900300,Διεύθυνση Εγκληματολογικών Ερευνών,31,Πάγια περιουσιακά στοιχεία,2000000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900400,Διεύθυνση Δίωξης Ηλεκτρονικού Εγκλήματος,24,Αγορές αγαθών και υπηρεσιών,130000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900400,Διεύθυνση Δίωξης Ηλεκτρονικού Εγκλήματος,31,Πάγια περιουσιακά στοιχεία,20000
